hcid_ymd,redcap_data_access_group,hcid,wk_start_date,rdtp_u5,rdtp_a5,rdt_u5ntx,rdt_a5ntx,rdt_u5tx,rdt_a5tx,nordt_u5,nordt_a5,used,stk,dia_u5,dia_a5,pneu_u5,pneu_a5,mald_u5,mald_a5,mz_rdtp_u5,mz_rdtp_a5,mz_rdt_u5ntx,mz_rdt_a5ntx,mz_rdt_u5tx,mz_rdt_a5tx,mz_dia_u5,mz_dia_a5,mz_pneu_u5,mz_pneu_a5,mz_mald_u5,mz_mald_a5,weekly_sms_health_center_data_complete
10120120416,1__choma_district,101,4/16/2012,6,11,40,45,0,0,0,0,104,3,42,28,1,1,,,,,,,,,,,,,,,2
10120120423,1__choma_district,101,4/23/2012,5,7,17,12,0,0,0,0,41,252,51,30,1,11,,,,,,,,,,,,,,,2
10120120430,1__choma_district,101,4/30/2012,0,8,19,19,0,0,0,0,44,180,3,2,1,0,,,,,,,,,,,,,,,2
10120120507,1__choma_district,101,5/7/2012,1,1,9,15,0,0,0,0,27,150,6,7,0,0,,,,,,,,,,,,,,,2
10120120514,1__choma_district,101,5/14/2012,1,2,20,13,0,0,0,0,36,113,7,8,1,0,,,,,,,,,,,,,,,2
10120120521,1__choma_district,101,5/21/2012,0,7,19,14,0,0,0,0,41,71,23,8,3,1,,,,,,,,,,,,,,,2
10120120528,1__choma_district,101,5/28/2012,1,0,9,14,0,0,0,0,24,144,4,2,1,1,,,,,,,,,,,,,,,2
10120120604,1__choma_district,101,6/4/2012,0,0,4,13,0,0,0,0,17,131,19,9,0,0,,,,,,,,,,,,,,,2
10120120611,1__choma_district,101,6/11/2012,0,0,3,3,0,0,0,0,6,125,15,6,0,0,,,,,,,,,,,,,,,2
10120120618,1__choma_district,101,6/18/2012,1,0,8,7,0,0,0,0,16,109,21,1,0,0,,,,,,,,,,,,,,,2
10120120625,1__choma_district,101,6/25/2012,0,0,10,4,0,0,0,0,14,84,26,6,0,1,,,,,,,,,,,,,,,2
10120120702,1__choma_district,101,7/2/2012,0,0,6,3,0,0,0,0,9,75,15,0,0,1,,,,,,,,,,,,,,,2
10120120709,1__choma_district,101,7/9/2012,0,0,10,8,0,0,0,0,18,57,8,5,,0,,,,,,,,,,,,,,,2
10120120716,1__choma_district,101,7/16/2012,0,0,7,7,0,0,0,0,14,43,11,3,1,0,,,,,,,,,,,,,,,2
10120120723,1__choma_district,101,7/23/2012,0,0,5,4,0,0,0,0,9,36,12,6,0,0,,,,,,,,,,,,,,,2
10120120730,1__choma_district,101,7/30/2012,0,0,2,5,0,0,0,0,7,29,4,4,0,0,,,,,,,,,,,,,,,2
10120120806,1__choma_district,101,8/6/2012,0,0,1,1,0,0,0,0,2,0,3,2,0,0,,,,,,,,,,,,,,,2
10120120813,1__choma_district,101,8/13/2012,0,0,0,0,0,0,0,0,0,0,6,3,0,0,,,,,,,,,,,,,,,2
10120120820,1__choma_district,101,8/20/2012,0,0,0,0,0,0,0,0,0,0,8,2,1,0,,,,,,,,,,,,,,,2
10120120827,1__choma_district,101,8/27/2012,0,0,0,0,0,0,0,0,0,0,12,5,3,0,,,,,,,,,,,,,,,2
10120120903,1__choma_district,101,9/3/2012,0,0,0,0,0,0,0,0,0,0,8,2,1,0,,,,,,,,,,,,,,,2
10120120910,1__choma_district,101,9/10/2012,0,0,0,0,0,0,0,0,0,0,9,0,2,0,,,,,,,,,,,,,,,2
10120120917,1__choma_district,101,9/17/2012,0,1,2,4,0,0,0,0,7,28,6,2,1,0,,,,,,,,,,,,,,,2
10120120924,1__choma_district,101,9/24/2012,0,0,12,12,0,0,0,0,24,28,10,3,3,0,,,,,,,,,,,,,,,2
10120121001,1__choma_district,101,10/1/2012,0,0,15,14,0,0,0,0,29,26,11,5,1,0,,,,,,,,,,,,,,,2
10120121008,1__choma_district,101,10/8/2012,0,0,11,16,0,0,0,0,27,25,16,5,0,0,,,,,,,,,,,,,,,2
10120121015,1__choma_district,101,10/15/2012,0,0,12,15,0,0,0,0,27,24,19,8,0,0,,,,,,,,,,,,,,,2
10120121022,1__choma_district,101,10/22/2012,0,0,9,11,0,0,0,0,20,23,8,3,0,0,,,,,,,,,,,,,,,2
10120121029,1__choma_district,101,10/29/2012,0,0,20,8,0,0,0,0,28,20,6,4,0,0,,,,,,,,,,,,,,,2
10120121105,1__choma_district,101,11/5/2012,0,0,9,4,0,0,0,0,13,20,0,9,4,0,,,,,,,,,,,,,,,2
10120121112,1__choma_district,101,11/12/2012,1,0,9,5,0,0,0,0,15,19,8,5,0,0,,,,,,,,,,,,,,,2
10120121119,1__choma_district,101,11/19/2012,1,3,14,4,0,0,0,0,22,21,11,6,0,0,,,,,,,,,,,,,,,2
10120121126,1__choma_district,101,11/26/2012,0,0,1,3,0,0,0,0,4,11,5,2,0,0,,,,,,,,,,,,,,,2
10120121203,1__choma_district,101,12/3/2012,0,0,7,8,0,0,0,0,15,18,12,5,0,0,,,,,,,,,,,,,,,2
10120121210,1__choma_district,101,12/10/2012,0,0,1,4,0,0,0,0,5,18,9,5,0,0,,,,,,,,,,,,,,,2
10120121217,1__choma_district,101,12/17/2012,0,0,11,8,0,0,0,0,19,18,11,9,0,0,,,,,,,,,,,,,,,2
10120121224,1__choma_district,101,12/24/2012,0,0,14,11,0,0,0,0,25,17,7,0,0,0,,,,,,,,,,,,,,,2
10120121231,1__choma_district,101,12/31/2012,0,0,4,7,0,0,0,0,11,17,0,0,0,0,,,,,,,,,,,,,,,2
10120130107,1__choma_district,101,1/7/2013,0,0,3,7,0,0,0,0,10,16,0,0,0,0,,,,,,,,,,,,,,,2
10120130114,1__choma_district,101,1/14/2013,0,0,5,9,0,0,0,0,14,14,0,0,0,0,,,,,,,,,,,,,,,2
10120130121,1__choma_district,101,1/21/2013,0,0,8,12,0,0,0,0,20,14,11,5,0,0,,,,,,,,,,,,,,,2
10120130128,1__choma_district,101,1/28/2013,0,0,10,6,0,0,0,0,16,13,11,5,0,0,,,,,,,,,,,,,,,2
10120130204,1__choma_district,101,2/4/2013,0,0,11,12,0,0,0,0,23,12,13,17,0,0,,,,,,,,,,,,,,,2
10120130211,1__choma_district,101,2/11/2013,1,0,8,6,0,0,0,0,15,11,8,5,0,0,,,,,,,,,,,,,,,2
10120130218,1__choma_district,101,2/18/2013,2,0,11,12,0,0,0,0,25,14,10,16,1,0,,,,,,,,,,,,,,,2
10120130225,1__choma_district,101,2/25/2013,0,0,18,11,0,0,0,0,29,12,9,15,0,0,,,,,,,,,,,,,,,2
10120130304,1__choma_district,101,3/4/2013,1,0,16,19,0,0,0,0,39,13,14,21,0,0,,,,,,,,,,,,,,,2
10120130311,1__choma_district,101,3/11/2013,0,0,21,15,0,0,0,0,36,11,33,21,0,0,,,,,,,,,,,,,,,2
10120130318,1__choma_district,101,3/18/2013,2,1,35,24,0,0,0,0,62,6,12,19,1,0,,,,,,,,,,,,,,,2
10120130325,1__choma_district,101,3/25/2013,0,0,22,16,0,0,0,0,38,4,18,7,0,0,,,,,,,,,,,,,,,2
10120130401,1__choma_district,101,4/1/2013,0,0,26,10,0,0,0,0,36,55,6,13,0,0,,,,,,,,,,,,,,,2
10120130408,1__choma_district,101,4/8/2013,0,0,12,19,0,0,0,0,31,7,8,6,0,0,,,,,,,,,,,,,,,2
10120130415,1__choma_district,101,4/15/2013,0,0,14,11,0,0,0,0,25,240,13,6,0,0,,,,,,,,,,,,,,,2
10120130422,1__choma_district,101,4/22/2013,0,0,16,12,0,0,0,0,28,239,9,11,0,0,,,,,,,,,,,,,,,2
10120130429,1__choma_district,101,4/29/2013,0,0,5,6,0,0,0,0,11,239,11,3,0,0,,,,,,,,,,,,,,,2
10120130506,1__choma_district,101,5/6/2013,1,0,14,9,0,0,0,0,24,238,5,8,0,0,,,,,,,,,,,,,,,2
10120130513,1__choma_district,101,5/13/2013,1,1,7,9,0,0,0,0,18,237,7,14,0,0,,,,,,,,,,,,,,,2
10120130520,1__choma_district,101,5/20/2013,0,0,13,5,0,0,0,0,18,237,8,15,0,0,,,,,,,,,,,,,,,2
10120130527,1__choma_district,101,5/27/2013,0,0,9,8,0,0,0,0,17,163,15,11,0,0,,,,,,,,,,,,,,,2
10120130603,1__choma_district,101,6/3/2013,0,0,8,4,0,0,0,0,12,6,15,9,0,0,,,,,,,,,,,,,,,2
10120130610,1__choma_district,101,6/10/2013,0,0,19,11,0,0,0,0,30,8,26,29,0,0,,,,,,,,,,,,,,,2
10120130617,1__choma_district,101,6/17/2013,0,0,3,12,0,0,0,0,15,6,29,21,0,0,,,,,,,,,,,,,,,2
10120130624,1__choma_district,101,6/24/2013,0,0,8,7,0,0,0,0,15,5,11,9,1,0,,,,,,,,,,,,,,,2
10120130701,1__choma_district,101,7/1/2013,0,0,5,9,0,0,0,0,14,4,24,9,0,0,,,,,,,,,,,,,,,2
10120130708,1__choma_district,101,7/8/2013,0,0,8,11,0,0,0,0,19,3,15,23,0,0,,,,,,,,,,,,,,,2
10120130715,1__choma_district,101,7/15/2013,0,0,15,6,0,0,0,0,21,9,12,7,0,0,,,,,,,,,,,,,,,2
10120130722,1__choma_district,101,7/22/2013,0,0,22,10,0,0,0,0,32,8,9,8,0,0,,,,,,,,,,,,,,,2
10120130729,1__choma_district,101,7/29/2013,0,0,10,8,0,0,0,0,18,4,11,7,0,0,,,,,,,,,,,,,,,2
10120130805,1__choma_district,101,8/5/2013,0,0,15,10,0,0,0,0,25,4,7,8,0,0,,,,,,,,,,,,,,,2
10120130812,1__choma_district,101,8/12/2013,0,0,11,13,0,0,0,0,24,3,6,4,0,0,,,,,,,,,,,,,,,2
10120130819,1__choma_district,101,8/19/2013,0,0,10,9,0,0,0,0,19,3,3,7,0,0,,,,,,,,,,,,,,,2
10120130826,1__choma_district,101,8/26/2013,0,1,7,9,0,0,0,0,17,3,2,6,0,0,,,,,,,,,,,,,,,2
10120130902,1__choma_district,101,9/2/2013,0,0,8,9,0,0,0,0,17,2,7,9,1,0,,,,,,,,,,,,,,,2
10120130909,1__choma_district,101,9/9/2013,0,0,14,7,0,0,0,0,21,14,3,11,0,0,,,,,,,,,,,,,,,2
10120130916,1__choma_district,101,9/16/2013,0,0,7,8,0,0,0,0,15,14,10,14,1,0,,,,,,,,,,,,,,,2
10120130923,1__choma_district,101,9/23/2013,0,0,10,12,0,0,0,0,22,13,3,8,1,0,,,,,,,,,,,,,,,2
10120130930,1__choma_district,101,9/30/2013,0,0,3,2,0,0,0,0,5,13,25,0,0,1,,,,,,,,,,,,,,,2
10120131007,1__choma_district,101,10/7/2013,0,0,3,7,0,0,0,0,10,12,20,0,0,0,,,,,,,,,,,,,,,2
10120131014,1__choma_district,101,10/14/2013,0,0,5,8,0,0,0,0,13,12,30,0,1,0,,,,,,,,,,,,,,,2
10120131021,1__choma_district,101,10/21/2013,0,0,2,9,0,0,0,0,11,11,25,0,0,0,,,,,,,,,,,,,,,2
10120131028,1__choma_district,101,10/28/2013,0,0,11,6,0,0,0,0,17,10,4,3,0,0,,,,,,,,,,,,,,,2
10120131104,1__choma_district,101,11/4/2013,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,,,,,,,,,,,,,,2
10120131111,1__choma_district,101,11/11/2013,0,1,5,9,0,0,0,0,15,1,7,3,0,0,,,,,,,,,,,,,,,2
10120131118,1__choma_district,101,11/18/2013,0,0,0,0,0,0,0,0,0,5,11,0,0,0,,,,,,,,,,,,,,,2
10120131125,1__choma_district,101,11/25/2013,0,0,6,4,0,0,0,0,10,5,2,5,1,0,,,,,,,,,,,,,,,2
10120131202,1__choma_district,101,12/2/2013,0,0,0,0,0,0,0,0,0,2,1,3,4,0,,,,,,,,,,,,,,,2
10120131209,1__choma_district,101,12/9/2013,0,0,14,17,0,0,0,0,31,4,5,0,0,0,,,,,,,,,,,,,,,2
10120131216,1__choma_district,101,12/16/2013,0,0,2,11,0,0,0,0,13,8,8,1,0,0,,,,,,,,,,,,,,,2
10120131223,1__choma_district,101,12/23/2013,0,2,5,13,0,0,0,0,20,7,0,0,0,0,,,,,,,,,,,,,,,2
10120131230,1__choma_district,101,12/30/2013,1,0,6,8,0,0,0,0,15,7,9,0,0,0,,,,,,,,,,,,,,,2
10120140106,1__choma_district,101,1/6/2014,1,0,3,11,0,0,0,0,15,12,0,0,0,0,,,,,,,,,,,,,,,2
10120140113,1__choma_district,101,1/13/2014,0,1,5,6,0,0,0,0,12,12,11,2,0,0,,,,,,,,,,,,,,,2
10120140120,1__choma_district,101,1/20/2014,0,0,5,8,0,0,0,0,13,11,8,0,0,0,,,,,,,,,,,,,,,2
10120140127,1__choma_district,101,1/27/2014,0,0,3,7,0,0,0,0,10,11,4,0,0,0,,,,,,,,,,,,,,,2
10120140203,1__choma_district,101,2/3/2014,0,0,4,1,0,0,0,0,5,11,7,2,0,0,,,,,,,,,,,,,,,2
10120140210,1__choma_district,101,2/10/2014,1,0,9,5,0,0,0,0,15,10,3,0,0,0,,,,,,,,,,,,,,,2
10120140217,1__choma_district,101,2/17/2014,1,2,5,9,0,0,0,0,16,10,6,1,0,0,,,,,,,,,,,,,,,2
10120140224,1__choma_district,101,2/24/2014,0,1,4,5,0,0,0,0,10,9,2,0,0,0,,,,,,,,,,,,,,,2
10120140303,1__choma_district,101,3/3/2014,1,1,12,5,0,0,0,0,19,8,4,0,0,0,,,,,,,,,,,,,,,2
10120140310,1__choma_district,101,3/10/2014,1,1,23,9,0,0,0,0,33,22,1,0,0,0,,,,,,,,,,,,,,,2
10120140317,1__choma_district,101,3/17/2014,0,8,16,5,0,0,0,0,29,20,3,1,0,0,,,,,,,,,,,,,,,2
10120140324,1__choma_district,101,3/24/2014,2,7,17,12,0,0,0,0,38,18,0,0,0,0,,,,,,,,,,,,,,,2
10120140331,1__choma_district,101,3/31/2014,0,3,11,13,0,0,0,0,27,18,5,1,0,0,,,,,,,,,,,,,,,2
10120140407,1__choma_district,101,4/7/2014,0,1,12,14,0,0,0,0,27,16,10,3,0,1,,,,,,,,,,,,,,,2
10120140414,1__choma_district,101,4/14/2014,0,4,10,6,0,0,0,0,20,15,8,4,0,0,,,,,,,,,,,,,,,2
10120140421,1__choma_district,101,4/21/2014,3,3,6,7,0,0,0,0,19,20,3,0,0,0,,,,,,,,,,,,,,,2
10120140428,1__choma_district,101,4/28/2014,2,2,5,6,0,0,0,0,15,30,3,0,0,0,,,,,,,,,,,,,,,2
10120140505,1__choma_district,101,5/5/2014,0,3,13,11,0,0,0,0,27,22,4,0,0,0,,,,,,,,,,,,,,,2
10120140512,1__choma_district,101,5/12/2014,0,3,12,10,0,0,0,0,25,15,5,0,0,0,,,,,,,,,,,,,,,2
10120140519,1__choma_district,101,5/19/2014,0,0,9,7,0,0,0,0,16,16,2,0,0,0,,,,,,,,,,,,,,,2
10120140526,1__choma_district,101,5/26/2014,0,3,7,6,0,0,0,0,16,20,3,1,0,0,,,,,,,,,,,,,,,2
10120140602,1__choma_district,101,6/2/2014,0,1,10,11,0,0,0,0,22,19,0,1,0,0,,,,,,,,,,,,,,,2
10120140609,1__choma_district,101,6/9/2014,1,0,13,9,0,0,0,0,23,18,0,0,0,0,,,,,,,,,,,,,,,2
10120140616,1__choma_district,101,6/16/2014,1,1,14,4,0,0,0,0,20,16,2,0,0,0,,,,,,,,,,,,,,,2
10120140623,1__choma_district,101,6/23/2014,0,0,7,5,0,0,0,0,12,15,7,0,0,0,,,,,,,,,,,,,,,2
10120140630,1__choma_district,101,6/30/2014,0,0,1,0,0,0,0,0,1,17,4,0,0,1,,,,,,,,,,,,,,,2
10120140707,1__choma_district,101,7/7/2014,0,0,3,5,0,0,0,0,8,13,7,0,0,0,,,,,,,,,,,,,,,2
10120140714,1__choma_district,101,7/14/2014,0,0,12,6,0,0,0,0,18,13,14,0,0,0,,,,,,,,,,,,,,,2
10120140721,1__choma_district,101,7/21/2014,0,0,6,7,0,0,0,0,13,100,15,2,0,0,,,,,,,,,,,,,,,2
10120140728,1__choma_district,101,7/28/2014,0,0,3,5,0,0,0,0,8,100,7,2,0,0,,,,,,,,,,,,,,,2
10120140804,1__choma_district,101,8/4/2014,0,0,8,10,0,0,0,0,18,100,13,2,0,0,,,,,,,,,,,,,,,2
10120140811,1__choma_district,101,8/11/2014,0,1,3,4,0,0,0,0,8,90,10,0,0,0,,,,,,,,,,,,,,,2
10120140818,1__choma_district,101,8/18/2014,0,0,6,9,0,0,0,0,15,90,5,0,0,0,,,,,,,,,,,,,,,2
10120140825,1__choma_district,101,8/25/2014,0,1,8,3,0,0,0,0,12,88,12,0,0,0,,,,,,,,,,,,,,,2
10120140901,1__choma_district,101,9/1/2014,0,1,8,10,0,0,0,0,19,88,6,4,0,0,,,,,,,,,,,,,,,2
10120140908,1__choma_district,101,9/8/2014,0,0,6,6,0,0,0,0,12,88,2,6,0,0,,,,,,,,,,,,,,,2
10120140915,1__choma_district,101,9/15/2014,0,0,9,8,0,0,0,0,17,87,10,5,0,0,,,,,,,,,,,,,,,2
10120140922,1__choma_district,101,9/22/2014,0,0,1,7,0,0,0,0,8,87,13,2,0,0,,,,,,,,,,,,,,,2
10120140929,1__choma_district,101,9/29/2014,0,0,6,17,0,0,0,0,23,85,6,0,0,0,,,,,,,,,,,,,,,2
10120141006,1__choma_district,101,10/6/2014,0,0,11,4,0,0,0,0,15,75,18,3,0,0,,,,,,,,,,,,,,,2
10120141013,1__choma_district,101,10/13/2014,0,0,4,5,0,0,0,0,9,72,12,0,0,0,,,,,,,,,,,,,,,2
10120141020,1__choma_district,101,10/20/2014,0,0,12,4,0,0,0,0,16,71,14,1,0,0,,,,,,,,,,,,,,,2
10120141027,1__choma_district,101,10/27/2014,0,0,5,9,0,0,0,0,14,65,8,0,0,0,,,,,,,,,,,,,,,2
10120141103,1__choma_district,101,11/3/2014,0,0,6,5,0,0,0,0,11,60,12,2,0,0,,,,,,,,,,,,,,,2
10120141110,1__choma_district,101,11/10/2014,0,0,14,9,0,0,0,0,23,42,5,0,0,0,,,,,,,,,,,,,,,2
10120141117,1__choma_district,101,11/17/2014,0,1,4,5,0,0,0,0,10,62,5,0,0,0,,,,,,,,,,,,,,,2
10120141124,1__choma_district,101,11/24/2014,0,0,6,13,0,0,0,0,19,62,6,0,0,0,,,,,,,,,,,,,,,2
10120141201,1__choma_district,101,12/1/2014,0,0,3,5,0,0,0,0,8,50,13,0,0,0,,,,,,,,,,,,,,,2
10120141208,1__choma_district,101,12/8/2014,0,1,7,9,0,0,0,0,17,49,8,0,0,0,,,,,,,,,,,,,,,2
10120141215,1__choma_district,101,12/15/2014,0,0,4,4,0,0,0,0,8,48,5,0,0,0,,,,,,,,,,,,,,,2
10120141222,1__choma_district,101,12/22/2014,0,0,5,4,0,0,0,0,9,41,10,2,0,0,,,,,,,,,,,,,,,2
10120141229,1__choma_district,101,12/29/2014,0,0,4,2,0,0,0,0,6,54,7,0,0,0,,,,,,,,,,,,,,,2
10120150105,1__choma_district,101,1/5/2015,0,0,5,8,0,0,0,0,13,48,10,2,0,0,,,,,,,,,,,,,,,2
10120150112,1__choma_district,101,1/12/2015,0,3,4,12,0,0,0,0,19,48,8,3,0,3,,,,,,,,,,,,,,,2
10120150119,1__choma_district,101,1/19/2015,0,3,1,1,0,0,0,0,5,48,4,1,0,0,,,,,,,,,,,,,,,2
10120150126,1__choma_district,101,1/26/2015,0,0,8,6,0,0,0,0,14,47,1,2,1,0,,,,,,,,,,,,,,,2
10120150202,1__choma_district,101,2/2/2015,0,8,10,11,0,0,0,0,29,46,8,4,0,0,,,,,,,,,,,,,,,2
10120150209,1__choma_district,101,2/9/2015,1,0,12,10,0,0,0,0,23,45,12,5,1,0,,,,,,,,,,,,,,,2
10120150216,1__choma_district,101,2/16/2015,0,0,8,10,0,0,0,0,18,44,8,14,1,0,,,,,,,,,,,,,,,2
10120150223,1__choma_district,101,2/23/2015,0,1,11,17,0,0,0,0,29,43,9,12,0,1,,,,,,,,,,,,,,,2
10120150302,1__choma_district,101,3/2/2015,0,0,13,7,0,0,0,0,20,42,4,7,3,0,,,,,,,,,,,,,,,2
10120150309,1__choma_district,101,3/9/2015,0,2,17,11,0,0,0,0,30,41,2,3,1,1,,,,,,,,,,,,,,,2
10120150316,1__choma_district,101,3/16/2015,0,2,22,6,0,0,0,0,30,32,1,1,1,0,,,,,,,,,,,,,,,2
10120150323,1__choma_district,101,3/23/2015,0,0,14,4,0,0,0,0,18,32,10,5,3,5,,,,,,,,,,,,,,,2
10120150330,1__choma_district,101,3/30/2015,0,0,19,7,0,0,0,0,26,32,18,8,18,21,,,,,,,,,,,,,,,2
10120150406,1__choma_district,101,4/6/2015,0,0,7,6,0,0,0,0,13,31,9,5,6,5,,,,,,,,,,,,,,,2
10120150413,1__choma_district,101,4/13/2015,2,2,16,9,0,0,0,0,29,31,21,6,12,7,,,,,,,,,,,,,,,2
10120150420,1__choma_district,101,4/20/2015,0,2,13,6,0,0,0,0,21,30,4,5,0,0,,,,,,,,,,,,,,,2
10120150427,1__choma_district,101,4/27/2015,0,2,11,12,0,0,0,0,25,30,8,2,3,5,,,,,,,,,,,,,,,2
10120150504,1__choma_district,101,5/4/2015,0,5,4,7,0,0,0,0,16,23,12,7,0,0,,,,,,,,,,,,,,,2
10120150511,1__choma_district,101,5/11/2015,0,0,11,4,0,0,0,0,15,23,6,9,1,2,,,,,,,,,,,,,,,2
10120150518,1__choma_district,101,5/18/2015,0,0,6,16,0,0,0,0,22,21,12,3,2,1,,,,,,,,,,,,,,,2
10120150525,1__choma_district,101,5/25/2015,1,1,6,3,0,0,0,0,11,21,6,4,7,4,,,,,,,,,,,,,,,2
10120150601,1__choma_district,101,6/1/2015,0,0,3,7,0,0,0,0,10,21,6,2,0,1,,,,,,,,,,,,,,,2
10120150608,1__choma_district,101,6/8/2015,1,3,3,13,0,0,0,0,20,20,9,12,0,0,,,,,,,,,,,,,,,2
10120150615,1__choma_district,101,6/15/2015,0,2,6,5,0,0,0,0,13,19,0,0,0,3,,,,,,,,,,,,,,,2
10120150622,1__choma_district,101,6/22/2015,0,0,3,6,0,0,0,0,9,19,7,0,0,2,,,,,,,,,,,,,,,2
10120150629,1__choma_district,101,6/29/2015,0,2,6,6,0,0,0,0,14,16,4,0,0,2,,,,,,,,,,,,,,,2
10120150706,1__choma_district,101,7/6/2015,0,0,9,4,0,0,0,0,13,16,2,2,2,0,,,,,,,,,,,,,,,2
10120150713,1__choma_district,101,7/13/2015,0,0,7,3,0,0,0,0,10,16,8,2,9,3,,,,,,,,,,,,,,,2
10120150720,1__choma_district,101,7/20/2015,1,0,0,10,9,0,0,0,11,14,21,4,3,5,,,,,,,,,,,,,,,2
10120150727,1__choma_district,101,7/27/2015,0,0,6,2,0,0,0,0,8,12,34,12,8,14,,,,,,,,,,,,,,,2
10120150803,1__choma_district,101,8/3/2015,0,0,6,10,0,0,0,0,16,12,24,11,2,5,,,,,,,,,,,,,,,2
10120150810,1__choma_district,101,8/10/2015,0,0,5,2,0,0,0,0,7,10,13,7,0,1,,,,,,,,,,,,,,,2
10120150817,1__choma_district,101,8/17/2015,0,0,6,4,0,0,0,0,10,10,11,1,4,2,,,,,,,,,,,,,,,2
10120150824,1__choma_district,101,8/24/2015,0,0,7,6,0,0,0,0,13,10,6,0,2,0,,,,,,,,,,,,,,,2
10120150831,1__choma_district,101,8/31/2015,0,0,8,9,0,0,0,0,17,9,2,5,1,0,,,,,,,,,,,,,,,2
10120150907,1__choma_district,101,9/7/2015,1,0,5,6,0,0,0,0,12,7,5,4,0,2,,,,,,,,,,,,,,,2
10120150914,1__choma_district,101,9/14/2015,0,0,2,2,0,0,0,0,4,7,0,0,0,1,,,,,,,,,,,,,,,2
10120150921,1__choma_district,101,9/21/2015,0,0,3,2,0,0,0,0,5,6,3,1,1,0,,,,,,,,,,,,,,,2
10120150928,1__choma_district,101,9/28/2015,0,0,22,22,0,0,0,0,44,2,0,0,3,2,,,,,,,,,,,,,,,2
10120151005,1__choma_district,101,10/5/2015,0,0,9,6,0,0,0,0,15,2,0,0,3,1,,,,,,,,,,,,,,,2
10120151012,1__choma_district,101,10/12/2015,0,0,3,2,0,0,0,0,5,2,2,3,1,3,,,,,,,,,,,,,,,2
10120151019,1__choma_district,101,10/19/2015,0,0,4,1,0,0,0,0,5,2,6,4,0,2,,,,,,,,,,,,,,,2
10120151026,1__choma_district,101,10/26/2015,0,0,4,5,0,0,0,0,9,1,9,8,6,1,,,,,,,,,,,,,,,2
10120151102,1__choma_district,101,11/2/2015,0,0,8,4,0,0,0,0,12,1,3,12,0,0,,,,,,,,,,,,,,,2
10120151109,1__choma_district,101,11/9/2015,0,0,3,2,0,0,0,0,5,9,2,5,1,0,,,,,,,,,,,,,,,2
10120151116,1__choma_district,101,11/16/2015,0,0,10,22,0,0,0,0,32,9,10,20,5,0,,,,,,,,,,,,,,,2
10120151123,1__choma_district,101,11/23/2015,0,0,11,13,0,0,0,0,24,8,15,20,0,1,,,,,,,,,,,,,,,2
10120151130,1__choma_district,101,11/30/2015,0,0,10,8,0,0,0,0,18,16,0,0,0,1,,,,,,,,,,,,,,,2
10120151207,1__choma_district,101,12/7/2015,0,0,12,6,0,0,0,0,18,18,6,10,1,0,,,,,,,,,,,,,,,2
10120151214,1__choma_district,101,12/14/2015,0,3,7,13,0,0,0,0,23,16,6,14,0,0,,,,,,,,,,,,,,,2
10120151221,1__choma_district,101,12/21/2015,1,5,9,9,0,0,0,0,24,16,10,15,1,0,,,,,,,,,,,,,,,2
10120151228,1__choma_district,101,12/28/2015,0,1,3,8,0,0,0,0,12,16,0,1,0,0,,,,,,,,,,,,,,,2
10120160104,1__choma_district,101,1/4/2016,0,0,11,12,0,0,0,0,23,16,2,3,1,3,,,,,,,,,,,,,,,2
10120160111,1__choma_district,101,1/11/2016,0,6,8,8,0,0,0,0,22,100,5,13,5,14,,,,,,,,,,,,,,,2
10120160118,1__choma_district,101,1/18/2016,0,5,8,7,0,0,0,0,20,536,9,15,6,9,,,,,,,,,,,,,,,2
10120160125,1__choma_district,101,1/25/2016,1,2,9,10,0,0,0,0,22,536,10,4,5,10,,,,,,,,,,,,,,,2
10120160201,1__choma_district,101,2/1/2016,0,7,12,26,0,0,0,0,45,400,5,9,3,6,,,,,,,,,,,,,,,2
10120160208,1__choma_district,101,2/8/2016,2,3,6,5,0,0,0,0,16,100,3,10,1,3,,,,,,,,,,,,,,,2
10120160215,1__choma_district,101,2/15/2016,1,5,7,6,0,0,0,0,19,59,7,15,3,5,,,,,,,,,,,,,,,2
10120160222,1__choma_district,101,2/22/2016,0,0,2,3,4,6,0,0,5,38,15,9,5,7,,,,,,,,,,,,,,,2
10120160229,1__choma_district,101,2/29/2016,0,5,3,6,0,0,0,0,14,15,10,15,3,0,,,,,,,,,,,,,,,2
10120160307,1__choma_district,101,3/7/2016,1,4,13,8,0,0,0,0,26,363,9,10,0,0,,,,,,,,,,,,,,,2
10120160314,1__choma_district,101,3/14/2016,2,5,11,7,0,0,0,0,25,231,14,7,8,10,,,,,,,,,,,,,,,2
10120160321,1__choma_district,101,3/21/2016,1,2,17,11,0,0,0,0,31,205,7,12,2,4,,,,,,,,,,,,,,,2
10120160328,1__choma_district,101,3/28/2016,6,5,20,13,0,0,0,0,44,29,13,10,4,2,,,,,,,,,,,,,,,2
10120160404,1__choma_district,101,4/4/2016,1,8,28,20,0,0,0,0,57,93,31,10,5,1,,,,,,,,,,,,,,,2
10120160411,1__choma_district,101,4/11/2016,2,14,25,22,0,0,0,0,63,92,50,30,8,1,,,,,,,,,,,,,,,2
10120160418,1__choma_district,101,4/18/2016,1,12,18,25,0,0,0,0,56,91,4,27,1,5,,,,,,,,,,,,,,,2
10120160425,1__choma_district,101,4/25/2016,1,12,18,25,0,0,0,0,56,91,4,27,1,5,,,,,,,,,,,,,,,2
